filename,character_count,word_count,line_count
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 465_ Thảm Hoạ Cổng (17) - Những Đứa Con Của Hoàng Tộc,17852,4113,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 466_ Thảm Hoạ Cổng (18) - Cuộc Hành Quyết Công Khai,15802,3549,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 467_ Thảm Hoạ Cổng (19) - Valier & Black Order,22430,4998,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 468_ Thảm Hoạ Cổng (20) - _Hy Vọng_ Và _Tuyệt Vọng_,16313,3632,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 469_ Thảm Hoạ Cổng (21) - Ma Vương Valier & Anh Hùng Ellen Artorius,15556,3514,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 470_ Thảm Hoạ Cổng (22) - Giải Cứu Thành Công,16105,8053,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 471_ Thảm Hoạ Cổng (23) - Suy Nghĩ Của Lucynil,22307,11154,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 472_ Thảm Hoạ Cổng (24) - Lực Lượng Mới Của Darkland,17898,4041,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 473_ Thảm Hoạ Cổng (25) - Quyết Tâm Của Charlotte,20755,10378,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 474_ Thảm Hoạ Cổng (26) - Nữ Hoàng Darkland Charlotte de Gradias,15579,3479,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 475_ Thảm Hoạ Cổng (27) - Tiến Đến Rizaira,13811,3059,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 476_ Thảm Hoạ Cổng (28) - Triều Đại Charlotte,18013,3934,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 477_ Thảm Hoạ Cổng (29) - Vấn Đề Ở Đảo Mokna,15136,3290,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 478_ Thảm Hoạ Cổng (30) - Sự Thật,13412,2895,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 479_ Thảm Hoạ Cổng (31) - Nguyên Nhân Của Sự Việc,11725,2621,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 480_ Thảm Hoạ Cổng (32) - Liana Và Charlotte,14410,3152,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 481_ Thảm Hoạ Cổng (33) - Gặp Lại Luna Artorius,10964,2403,1
Arc 14_ Thảm Hoạ Cổng (Thượng)_Chương 482_ Thảm Hoạ Cổng (34) - Đặt Chân Đến Rizaira,13319,2986,1
Arc 15_ Rizaira_Chương 483_ Rizaira (1) - Cuộc Sống Thường Ngày Ở Rizaira,13271,2969,1
Arc 15_ Rizaira_Chương 484_ Rizaira (2) - Trò Chuyện Với Lena,14647,3301,1
Arc 15_ Rizaira_Chương 485_ Rizaira (3) - Reinhardt & Arta,13945,3106,1
Arc 15_ Rizaira_Chương 486_ Rizaira (4) - Ý Nghĩa Của [Tăng Cường Sức Mạnh Ma Thuật],12377,2751,1
Arc 15_ Rizaira_Chương 487_ Rizaira (5) - Giai Đoạn Đầu Tiên,18529,4146,1
Arc 15_ Rizaira_Chương 488_ Rizaira (6) - Luyện Tập Cùng Arta Và Lena,13292,2967,1
Arc 15_ Rizaira_Chương 489_ Rizaira (7) - Con Trai Của Mẹ,12607,2830,1
Arc 15_ Rizaira_Chương 490_ Rizaira (8) - Anh Chàng Tiều Phu May Mắn_,14884,3351,1
Arc 15_ Rizaira_Chương 491_ Rizaira (9) - Nhật Nguyệt Tộc,16584,3650,1
Arc 15_ Rizaira_Chương 492_ Rizaira (10) - Sức Mạnh Của Ronan Artorius,9758,2172,1
Arc 15_ Rizaira_Chương 493_ Rizaira (11) - Trò Chuyện Với Luna Artorius,13786,3042,1
Arc 15_ Rizaira_Chương 494_ Rizaira (12) - Ý Chí Của Thần Dũng Cảm Ritter,11501,2551,1
Arc 15_ Rizaira_Chương 495_ Rizaira (13) - Thức Tỉnh Master Class,13265,2920,1
Arc 15_ Rizaira_Chương 496_ Rizaira (14) - Mặt Trời (Sunday) Và Mặt Trăng (Monday),15071,3388,1
Arc 15_ Rizaira_Chương 497_ Rizaira (15) - Nhật Nguyệt Tộc,11658,2622,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 498_ Thảm Hoạ Cổng (35) - Olivia Lanze Tiến Đến “Nghĩa Trang” Chết Chóc,15183,3367,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 499_ Thảm Hoạ Cổng (36) - Reinhardt Trở Về Edina,12278,2721,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 500_ Thảm Hoạ Cổng (37) - Olivia Lanze Gặp Nguy Hiểm!,15818,3494,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 501_ Thảm Hoạ Cổng (38) - Reinhardt & Olivia Lanze,14205,3113,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 502_ Thảm Hoạ Cổng (38) - Giải Cứu Olivia Lanze,16883,3719,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 503_ Thảm Hoạ Cổng (39) - Tình Trạng Của Ma Vương,13333,2925,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 504_ Thảm Hoạ Cổng (40) - Cuộc Họp Hội Đồng Trưởng Lão Tìm Ra Giải Pháp,15644,3430,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 505_ Thảm Hoạ Cổng (41) - Quyết Định,14680,3186,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 506_ Thảm Hoạ Cổng (42) - Royal Class Của Hiện Tại,14344,3144,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 507_ Thảm Hoạ Cổng (43) - Quyết Tâm Của Harriet Và Ellen,18834,4135,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 508_ Thảm Hoạ Cổng (44) - Hy Sinh Để Cứu Lấy Người Mình Yêu,14363,3167,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 509_ Thảm Hoạ Cổng (45) - Tương Lai “Bad End”,12456,2754,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 510_ Thảm Hoạ Cổng (46) - Sự Cố Gắng Trong Tuyệt Vọng Của Reinhardt,14425,3223,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 511_ Thảm Hoạ Cổng (47) - Cảm Xúc Của Liana de Grantz,19495,4364,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 512_ Thảm Hoạ Cổng (48) - Tên khốn Máu S Và Nàng Khờ Máu M,14944,3311,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 513_ Thảm Hoạ Cổng (49) - Tài Năng Của Harriet de Saint-Owan,14192,3134,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 514_ Thảm Hoạ Cổng (50) - Quyết Tâm Của Hoàng Đế Bertus,14429,3190,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 515_ Thảm Hoạ Cổng (51) - Giải Pháp,12101,2678,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 516_ Thảm Hoạ Cổng (52) - Gặp Dettomolian,11206,2487,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 517_ Thảm Hoạ Cổng (53) - Cuộc Viễn Chinh Cuối Cùng Của Lục Địa,10248,2262,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 518_ Thảm Hoạ Cổng (54) - Lực Lượng Reinhardt Tham Chiến,14138,3086,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 519_ Thảm Hoạ Cổng (55) - Mèo Méo Meo Mèo Meooo,19867,4424,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 520_ Neko-chan Đột Nhập Doanh Trại Royal Class,12366,2788,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 521_ Thảm Hoạ Cổng (56) - Heinrich von Schwarz,17357,3841,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 522_ Suy Nghĩ Của Heinrich von Schwarz,12375,2746,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 523_ Những Lá Thư Quý Giá Được Trao,12654,2796,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 524_ Ellen Ngủ Cùng Mèo Con,16608,3748,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 525_ Thảm Hoạ Cổng (57) - Em Thích _Nó_ To Cơ,14875,3348,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 526_ Thảm Hoạ Cổng (58) - Trò Chuyện Với Charlotte,17057,3745,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 527_ Hoàn Cảnh Của Heinrich von Schwartz,24159,5277,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 528_ Reinhardt Và Charlotte Thống Trị Cả Lục Địa_,19747,4374,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 529_ Thảm Hoạ Cổng (59) - Hợp Lực,16502,3671,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 530_ Thảm Hoạ Cổng (60) - Hạnh Phúc Nhỏ Nhoi,16994,3792,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 531_ Thảm Hoạ Cổng (61) - Chiến Dịch Ở Senkelien,14999,3261,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 532_ Thảm Hoạ Cổng (62) - Chiến Thắng Đầu Tiên,14049,3049,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 533_ Số Phần Đứa Con Hoang Của Hoàng Tộc,15504,3417,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 534_ Nội Bộ Hoàng Tộc Schwarz,15704,3405,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 535_ Sự Thật Kinh Hoàng,23147,5055,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 536_ Louise von Schwartz,15400,3415,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 537_ Mối Quan Hệ Mới Giữa Hoàng Tộc Schwarz,18064,3957,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 538_ Thảm Hoạ Cổng (63) - Họp Bàn Chiến Lược Tiến Công Serandia,17964,3958,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 539_ Thảm Hoạ Cổng (64) - Lực Lượng Ma Vương Tổng Tấn Công Serandia,15714,3422,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 540_ Thảm Hoạ Cổng (65) - Chiến Lợi Phẩm,13970,3063,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 541_ Trò Chuyện Với Kono Lint,13099,2996,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 542_ Thảm Hoạ Cổng (66) - Cú Sốc Của Kono Lint Và Cuộc Tấn Công Của Lực Lượng Đồng Minh Vào Serandia,14441,3175,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 543_ Thảm Hoạ Cổng (67) - Adriana Ở Tiền Tuyến,19715,4304,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 544_ Thảm Hoạ Cổng (68) - Kinh Hoàng,9159,1979,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 545_ Thảm Hoạ Cổng (69) - Delphine Izandra,12287,2663,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 546_ Thảm Hoạ Cổng (70) - Phát Minh Vĩ Đại Mới Của Nhân Loại,12976,2812,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 547_ Hậu Chiến Dịch Ở Serandia Của Royal Class,13392,2907,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 548_ Cuộc Trò Chuyện Giữa Đại Công Tước Và Hoàng Đế,16496,3628,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 549_ Thảm Hoạ Cổng (71) - Sự Tuyệt Vọng Và Quyết Tâm Của Ludwig,18945,4167,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 550_ Thảm Hoạ Cổng (72) - Ý Tưởng Của Olivia Lanze,16729,3639,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 551_ Trộm Mộ (1) - Tiến Đến Lăng Mộ Hoàng Gia,17785,3894,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 552_ Trộm Mộ (2) - Người Đã Khuất,11125,2455,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 553_ Trộm Mộ (3) - Gặp Lại Bạn Cũ Và Loại Hình Tra Tấn Mới_,20988,4637,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 554_ Trộm Mộ (4) - Quyết Định Của Kono Lint,18048,4003,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 555_ Trộm Mộ (5) - Bất Ngờ,27847,6127,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 556_ Trộm Mộ (6) - Bí Ẩn Của Đế Quốc,17466,3876,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 557_ Trộm Mộ (7) - Lăng Mộ Thánh Nhân,15870,3512,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 558_ Tâm Sự Với Olivia Lanze,16774,3727,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 559_ Quyết Tâm Của Ludwig,15792,3464,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 560_ Đôi Ta Giống Nhau,19490,4326,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 561_ Thu Thập Thông Tin,11139,2520,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 562_ Nghi Vấn_,16497,3648,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 563_ Trở Về,16228,3558,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 564_ Dính Bẫy,20772,4655,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 565_ Nghỉ Ngơi,13688,3026,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 566_ Bí Mật,13265,2947,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 567_ Bất An,13571,2991,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 568_ Giả Kim Thuật Và Ma Thuật Đen,14082,3111,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 569_ Sự Điên Rồ Của Antirianus,13911,3037,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 570_ Sức Mạnh Và Nổi Sợ,13799,3064,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 571_ Công Việc Mới Của Ludwig,18213,4042,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 572_ Cuộc Hội Ngộ Giữa Cha Và Con Gái,14260,3163,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 573_ Suy Nghĩ Của Reinhardt,15180,3384,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 574_ Cuộc Trò Chuyện Giữa Ma Vương Và Hoàng Đế,15459,3375,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 575_ Nghiên Cứu Bí Mật Của Đế Quốc,14318,3137,1
"Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 576_ Tana, Bertus Và Reinhardt",16292,3595,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 577_ Ludwig Trò Chuyện Với Nữ Tư Tế Rowan,13000,2890,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 578_ Nghi Vấn Của Ludwig_,10321,2314,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 579_ Cấp Bậc Của Tôn Giáo,14979,3338,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 580_ Tuyết Là Kỷ Niệm Cũng Là Niềm Đau,18489,4095,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 581_ Sự Thần Bí Của Rowan,17959,3992,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 582_ Louise von Schwarz Đặt Chân Đến Temple,19793,4298,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 583_ Heinrich Tiết Lộ Bí Mật,18266,3984,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 584_ Cú Sốc Tiếp Theo Của Ludwig,13438,3059,1
Arc 16_ Thảm Hoạ Cổng (Trung)_Chương 585_ Louise Nhận Thức Về Ma Vương,15565,3465,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 586_ Loạn Lạc Ở Thủ Đô Đế Quốc (1) - Suy Luận,16998,3747,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 587_ Loạn Lạc Ở Thủ Đô Đế Quốc (2) - Đến Hiện Trường,11841,2638,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 588_ Loạn Lạc Ở Thủ Đô Đế Quốc (3) - Tầm Hầm Bí Mật,13367,2980,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 589_ Loạn Lạc Ở Thủ Đô Đế Quốc (4) - Sự Thật,11954,2670,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 590_ Loạn Lạc Ở Thủ Đô Đế Quốc (5) - Nguyên Nhân,14106,3162,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 591_ Loạn Lạc Ở Thủ Đô Đế Quốc (6) - Trò Chuyện Với Chỉ Huy Thánh Hiệp Sĩ Eleion Bolton,15267,3406,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 592_ Loạn Lạc Ở Thủ Đô Đế Quốc (7) - Động Cơ Của Rowan,15239,3405,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 593_ Loạn Lạc Ở Thủ Đô Đế Quốc (8) - Thấu Hiểu Sự Việc,18646,4170,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 594_ Loạn Lạc Ở Thủ Đô Đế Quốc (9) - Hướng Đi,16527,3702,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 595_ Loạn Lạc Ở Thủ Đô Đế Quốc (10) - Tìm Đến Anna,13256,2928,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 596_ Loạn Lạc Ở Thủ Đô Đế Quốc (11) - Đi Tìm Dettomolian,18473,4068,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 597_ Loạn Lạc Ở Thủ Đô Đế Quốc (12) - Lời Tiên Tri,17297,3697,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 598_ Loạn Lạc Ở Thủ Đô Đế Quốc (13) - Tìm Asher,18341,4054,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 599_ Loạn Lạc Ở Thủ Đô Đế Quốc (14) - Nghĩa Trang Quốc Gia,13876,3099,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 600_ Loạn Lạc Ở Thủ Đô Đế Quốc (15) - Bí Ẩn Của Những Ngôi Mộ,15380,3449,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 601_ Loạn Lạc Ở Thủ Đô Đế Quốc (16) - Kẻ Chủ Mưu,18991,9429,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 602_ Loạn Lạc Ở Thủ Đô Đế Quốc (17) - Chạm Mặt Saviolin Turner,14798,3306,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 603_ Loạn Lạc Ở Thủ Đô Đế Quốc (18) - Kế Hoạch Của Hai Vương,13986,3043,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 604_ Loạn Lạc Ở Thủ Đô Đế Quốc (19) - Sự Thật Hé Mở,15470,3454,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 605_ Loạn Lạc Ở Thủ Đô Đế Quốc (20) - Christina,13314,2931,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 606_ Loạn Lạc Ở Thủ Đô Đế Quốc (21) - Đại Học Phép Thuật Temple,16104,3506,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 607_ Loạn Lạc Ở Thủ Đô Đế Quốc (22) - Cảm Xúc Của Christina,18060,4027,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 608_ Loạn Lạc Ở Thủ Đô Đế Quốc (23) - Thí Nghiệm Chimera,12595,2812,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 609_ Loạn Lạc Ở Thủ Đô Đế Quốc (24) - Bạo Loạn,14462,3307,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 610_ Loạn Lạc Ở Thủ Đô Đế Quốc (25) - Tương Lai Của Đế Quốc,15207,3448,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 611_ Loạn Lạc Ở Thủ Đô Đế Quốc (26) - Reinhardt Và Rowan,11963,2713,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 612_ Loạn Lạc Ở Thủ Đô Đế Quốc (27) - Náo Loạn Tại Đại Thánh Đường,12569,2816,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 613_ Loạn Lạc Ở Thủ Đô Đế Quốc (28) - Lựa Chọn Của Chỉ Huy Thánh Hiệp Sĩ,16379,3663,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 614_ Loạn Lạc Ở Thủ Đô Đế Quốc (29) - Giá Trị Bản Thân,13049,2879,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 615_ Loạn Lạc Ở Thủ Đô Đế Quốc (30) - Rowan Và Olivia Lanze,14568,3254,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 616_ Loạn Lạc Ở Thủ Đô Đế Quốc (31) - Ludwig Và Rowan,12265,2736,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 617_ Nội Tâm Ellen Artorius,11268,2634,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 618_ Ludwig Thức Tỉnh_,18443,4141,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 619_ Kẻ Bất Diệt,15379,3441,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 620_ Cổng Dịch Chuyển,19508,4404,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 621_ Thuyền Mới Ra Khơi_,15752,3521,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 622_ Yelena de Grantz,20243,4587,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 623_ Trò Chuyện Cùng Eleion Bolton,16850,3749,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 624_ Tàn Dư Của Black Order,16852,3769,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 625_ Thảm Hoạ Cổng (73) - Lực Lượng Đồng Minh Hành Quân Đến Grenosia,14610,3189,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 626_ Thảm Hoạ Cổng (74) - Thế Lực Tiên Phong Bí Ẩn,16774,3763,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 627_ Ý Định Của Christina,14620,3331,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 628_ Nước Cờ Tiếp Theo,14469,3224,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 629_ Quyết Định Trọng Đại Của Louise von Schwarz,19039,4286,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 630_ Chuẩn Bị Đi Hỏi Cưới,13728,3109,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 631_ Cú Sốc Bất Ngờ Nhất Cho Đến Nay,17031,3782,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 632_ Trò Chuyện Với Raphael de Saint-Owan,15649,3541,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 633_ Adelia Về Làm Dâu Gia Tộc Saint-Owan_,15165,3476,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 634_ Có Ngon Đụng Đến Bạn Của Ta Đi,19211,4309,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 635_ Sự Trưởng Thành Của Cô Con Gái,14797,3375,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 636_ Thảm Hoạ Cổng (75) - Truy Nã_,13335,3006,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 637_ Khủng Hoảng Ở Lực Lượng Đồng Minh,12162,2754,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 638_ Nhân Tố Quyết Định,15070,3364,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 639_ Scarlett (1) - Sức Mạnh Của Scarlett,14703,3256,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 640_ Scarlett (2) - Lâm Nguy_,13912,3080,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 641_ Scarlett (3) - Ma Vương Tà Râm Check Hàng Scarlett,16025,3594,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 642_ Scarlett (4) - Nhận Thức Được,11441,2575,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 643_ Scarlett (5) - Quyết Định Là_,20331,4489,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 644_ Scarlett (6) - Xúc Cảm Chân Thành,13568,3032,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 645_ Scarlett (7) - NTR_,14436,3120,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 646_ Sứ Mệnh Của Hoàng Đế,11076,2467,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 647_ Thảm Hoạ Cổng (76) - Mục Tiêu Chung Cuối Cùng,13743,3059,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 648_ Thảm Hoạ Cổng (77) - Ellen Artorius & Christina,14757,3307,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 649_ Thảm Hoạ Cổng (78) - Sự Bành Trướng Của Ma Vương,17308,3868,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 650_ Thảm Hoạ Cổng (79) - Con Trai Cưng Của Mẹ,17643,3909,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 651_ Thảm Hoạ Cổng (80) - Nỗi Sợ Hãi Của Liana,12856,2865,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 652_ Thảm Hoạ Cổng (81) - Cảm Xúc Của Đôi Ta,17472,3862,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 653_ Thảm Hoạ Cổng (82) - Cuộc Hội Ngộ Của Đôi Ta,18222,4022,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 654_ Thảm Hoạ Cổng (83) - Cảm Xúc Của Quá Khứ Và Hiện Tại,17986,3943,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 655_ Thảm Hoạ Cổng (84) - Niềm Tin Lung Lay Bởi Sức Mạnh Của Tin Đồn,21153,4706,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 656_ Thảm Hoạ Cổng (85) - Trận Chiến Cuối Cùng,21194,4663,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 657_ Thảm Hoạ Cổng (86) - Christina Hành Động,25801,5614,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 658_ Thảm Hoạ Cổng (87) - Ma Vương Xuất Chiến,17005,3743,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 659_ Thảm Hoạ Cổng (88) - Harriet de Saint-Owan,25281,5622,1
Arc 17_ Thảm Hoạ Cổng (Hạ)_Chương 660_ Thảm Hoạ Cổng (89) - Thánh Nữ Của Sự Sống Và Cái Chết,10892,2394,1
